case_number,source,source_date_end
24-029865,dv_final_enriched.csv,2025-10-29
24-029922,dv_final_enriched.csv,2025-10-29
24-030019,dv_final_enriched.csv,2025-10-29
24-030229,dv_final_enriched.csv,2025-10-29
24-030606,dv_final_enriched.csv,2025-10-29
24-030949,dv_final_enriched.csv,2025-10-29
24-031052,dv_final_enriched.csv,2025-10-29
24-031215,dv_final_enriched.csv,2025-10-29
24-031397,dv_final_enriched.csv,2025-10-29
24-031402,dv_final_enriched.csv,2025-10-29
24-031802,dv_final_enriched.csv,2025-10-29
24-032012,dv_final_enriched.csv,2025-10-29
24-032414,dv_final_enriched.csv,2025-10-29
24-032496,dv_final_enriched.csv,2025-10-29
24-032672,dv_final_enriched.csv,2025-10-29
24-032930,dv_final_enriched.csv,2025-10-29
24-033049,dv_final_enriched.csv,2025-10-29
24-033087,dv_final_enriched.csv,2025-10-29
24-033187,dv_final_enriched.csv,2025-10-29
24-033220,dv_final_enriched.csv,2025-10-29
24-033289,dv_final_enriched.csv,2025-10-29
24-033427,dv_final_enriched.csv,2025-10-29
24-033642,dv_final_enriched.csv,2025-10-29
24-033900,dv_final_enriched.csv,2025-10-29
24-034386,dv_final_enriched.csv,2025-10-29
24-034427,dv_final_enriched.csv,2025-10-29
24-034988,dv_final_enriched.csv,2025-10-29
24-035186,dv_final_enriched.csv,2025-10-29
24-035357,dv_final_enriched.csv,2025-10-29
24-035502,dv_final_enriched.csv,2025-10-29
24-035599,dv_final_enriched.csv,2025-10-29
24-035729,dv_final_enriched.csv,2025-10-29
24-035771,dv_final_enriched.csv,2025-10-29
24-036499,dv_final_enriched.csv,2025-10-29
24-036587,dv_final_enriched.csv,2025-10-29
24-036627,dv_final_enriched.csv,2025-10-29
24-036906,dv_final_enriched.csv,2025-10-29
24-037125,dv_final_enriched.csv,2025-10-29
24-037419,dv_final_enriched.csv,2025-10-29
24-037714,dv_final_enriched.csv,2025-10-29
24-037778,dv_final_enriched.csv,2025-10-29
24-037958,dv_final_enriched.csv,2025-10-29
24-037965,dv_final_enriched.csv,2025-10-29
24-038150,dv_final_enriched.csv,2025-10-29
24-038650,dv_final_enriched.csv,2025-10-29
24-038830,dv_final_enriched.csv,2025-10-29
24-039483,dv_final_enriched.csv,2025-10-29
24-040189,dv_final_enriched.csv,2025-10-29
24-040204,dv_final_enriched.csv,2025-10-29
24-040207,dv_final_enriched.csv,2025-10-29
24-040737,dv_final_enriched.csv,2025-10-29
24-040833,dv_final_enriched.csv,2025-10-29
24-040956,dv_final_enriched.csv,2025-10-29
24-041045,dv_final_enriched.csv,2025-10-29
24-041396,dv_final_enriched.csv,2025-10-29
24-041594,dv_final_enriched.csv,2025-10-29
24-041701,dv_final_enriched.csv,2025-10-29
24-041725,dv_final_enriched.csv,2025-10-29
24-041735,dv_final_enriched.csv,2025-10-29
24-041889,dv_final_enriched.csv,2025-10-29
24-041894,dv_final_enriched.csv,2025-10-29
24-041934,dv_final_enriched.csv,2025-10-29
24-042346,dv_final_enriched.csv,2025-10-29
24-042363,dv_final_enriched.csv,2025-10-29
24-042447,dv_final_enriched.csv,2025-10-29
24-043929,dv_final_enriched.csv,2025-10-29
24-043976,dv_final_enriched.csv,2025-10-29
24-044009,dv_final_enriched.csv,2025-10-29
24-044493,dv_final_enriched.csv,2025-10-29
24-044897,dv_final_enriched.csv,2025-10-29
24-045150,dv_final_enriched.csv,2025-10-29
24-045219,dv_final_enriched.csv,2025-10-29
24-045374,dv_final_enriched.csv,2025-10-29
24-045445,dv_final_enriched.csv,2025-10-29
24-045861,dv_final_enriched.csv,2025-10-29
24-045878,dv_final_enriched.csv,2025-10-29
24-045960,dv_final_enriched.csv,2025-10-29
24-046395,dv_final_enriched.csv,2025-10-29
24-047089,dv_final_enriched.csv,2025-10-29
24-047162,dv_final_enriched.csv,2025-10-29
24-047268,dv_final_enriched.csv,2025-10-29
24-047432,dv_final_enriched.csv,2025-10-29
24-047788,dv_final_enriched.csv,2025-10-29
24-047814,dv_final_enriched.csv,2025-10-29
24-047880,dv_final_enriched.csv,2025-10-29
24-047945,dv_final_enriched.csv,2025-10-29
24-048044,dv_final_enriched.csv,2025-10-29
24-048064,dv_final_enriched.csv,2025-10-29
24-048745,dv_final_enriched.csv,2025-10-29
24-048919,dv_final_enriched.csv,2025-10-29
24-049073,dv_final_enriched.csv,2025-10-29
24-049152,dv_final_enriched.csv,2025-10-29
24-049324,dv_final_enriched.csv,2025-10-29
24-049350,dv_final_enriched.csv,2025-10-29
24-049816,dv_final_enriched.csv,2025-10-29
24-050035,dv_final_enriched.csv,2025-10-29
24-050361,dv_final_enriched.csv,2025-10-29
24-050414,dv_final_enriched.csv,2025-10-29
24-050448,dv_final_enriched.csv,2025-10-29
24-050550,dv_final_enriched.csv,2025-10-29
24-050683,dv_final_enriched.csv,2025-10-29
24-050819,dv_final_enriched.csv,2025-10-29
24-050849,dv_final_enriched.csv,2025-10-29
24-050972,dv_final_enriched.csv,2025-10-29
24-050977,dv_final_enriched.csv,2025-10-29
24-051054,dv_final_enriched.csv,2025-10-29
24-051103,dv_final_enriched.csv,2025-10-29
24-051234,dv_final_enriched.csv,2025-10-29
24-051651,dv_final_enriched.csv,2025-10-29
24-051872,dv_final_enriched.csv,2025-10-29
24-051980,dv_final_enriched.csv,2025-10-29
24-051997,dv_final_enriched.csv,2025-10-29
24-052015,dv_final_enriched.csv,2025-10-29
24-052357,dv_final_enriched.csv,2025-10-29
24-052440,dv_final_enriched.csv,2025-10-29
24-053060,dv_final_enriched.csv,2025-10-29
24-053177,dv_final_enriched.csv,2025-10-29
24-053193,dv_final_enriched.csv,2025-10-29
24-053471,dv_final_enriched.csv,2025-10-29
24-053613,dv_final_enriched.csv,2025-10-29
24-053631,dv_final_enriched.csv,2025-10-29
24-053636,dv_final_enriched.csv,2025-10-29
24-053652,dv_final_enriched.csv,2025-10-29
24-053713,dv_final_enriched.csv,2025-10-29
24-053716,dv_final_enriched.csv,2025-10-29
24-053769,dv_final_enriched.csv,2025-10-29
24-053777,dv_final_enriched.csv,2025-10-29
24-053807,dv_final_enriched.csv,2025-10-29
24-053851,dv_final_enriched.csv,2025-10-29
24-053947,dv_final_enriched.csv,2025-10-29
24-054408,dv_final_enriched.csv,2025-10-29
24-054875,dv_final_enriched.csv,2025-10-29
24-054902,dv_final_enriched.csv,2025-10-29
24-055271,dv_final_enriched.csv,2025-10-29
24-055538,dv_final_enriched.csv,2025-10-29
24-055590,dv_final_enriched.csv,2025-10-29
24-055620,dv_final_enriched.csv,2025-10-29
24-055763,dv_final_enriched.csv,2025-10-29
24-055834,dv_final_enriched.csv,2025-10-29
24-056164,dv_final_enriched.csv,2025-10-29
24-056454,dv_final_enriched.csv,2025-10-29
24-056784,dv_final_enriched.csv,2025-10-29
24-057181,dv_final_enriched.csv,2025-10-29
24-057190,dv_final_enriched.csv,2025-10-29
24-057215,dv_final_enriched.csv,2025-10-29
24-057340,dv_final_enriched.csv,2025-10-29
24-057383,dv_final_enriched.csv,2025-10-29
24-057452,dv_final_enriched.csv,2025-10-29
24-057576,dv_final_enriched.csv,2025-10-29
24-057904,dv_final_enriched.csv,2025-10-29
24-058203,dv_final_enriched.csv,2025-10-29
24-058284,dv_final_enriched.csv,2025-10-29
24-058585,dv_final_enriched.csv,2025-10-29
24-058592,dv_final_enriched.csv,2025-10-29
24-059024,dv_final_enriched.csv,2025-10-29
24-059073,dv_final_enriched.csv,2025-10-29
24-059080,dv_final_enriched.csv,2025-10-29
24-059524,dv_final_enriched.csv,2025-10-29
24-059540,dv_final_enriched.csv,2025-10-29
24-059852,dv_final_enriched.csv,2025-10-29
24-059881,dv_final_enriched.csv,2025-10-29
24-059921,dv_final_enriched.csv,2025-10-29
24-060048,dv_final_enriched.csv,2025-10-29
24-060159,dv_final_enriched.csv,2025-10-29
24-060174,dv_final_enriched.csv,2025-10-29
24-060313,dv_final_enriched.csv,2025-10-29
24-060331,dv_final_enriched.csv,2025-10-29
24-060691,dv_final_enriched.csv,2025-10-29
24-061070,dv_final_enriched.csv,2025-10-29
24-061401,dv_final_enriched.csv,2025-10-29
24-061406,dv_final_enriched.csv,2025-10-29
24-061741,dv_final_enriched.csv,2025-10-29
24-061753,dv_final_enriched.csv,2025-10-29
24-061920,dv_final_enriched.csv,2025-10-29
24-061939,dv_final_enriched.csv,2025-10-29
24-062233,dv_final_enriched.csv,2025-10-29
24-062610,dv_final_enriched.csv,2025-10-29
24-062684,dv_final_enriched.csv,2025-10-29
24-062923,dv_final_enriched.csv,2025-10-29
24-063755,dv_final_enriched.csv,2025-10-29
24-063909,dv_final_enriched.csv,2025-10-29
24-064051,dv_final_enriched.csv,2025-10-29
24-064645,dv_final_enriched.csv,2025-10-29
24-064694,dv_final_enriched.csv,2025-10-29
24-064839,dv_final_enriched.csv,2025-10-29
24-064889,dv_final_enriched.csv,2025-10-29
24-065290,dv_final_enriched.csv,2025-10-29
24-065337,dv_final_enriched.csv,2025-10-29
24-065746,dv_final_enriched.csv,2025-10-29
24-065868,dv_final_enriched.csv,2025-10-29
24-066016,dv_final_enriched.csv,2025-10-29
24-066035,dv_final_enriched.csv,2025-10-29
24-066101,dv_final_enriched.csv,2025-10-29
24-066143,dv_final_enriched.csv,2025-10-29
24-066441,dv_final_enriched.csv,2025-10-29
24-066534,dv_final_enriched.csv,2025-10-29
24-066680,dv_final_enriched.csv,2025-10-29
24-067263,dv_final_enriched.csv,2025-10-29
24-067298,dv_final_enriched.csv,2025-10-29
24-067459,dv_final_enriched.csv,2025-10-29
24-067559,dv_final_enriched.csv,2025-10-29
24-068811,dv_final_enriched.csv,2025-10-29
24-069018,dv_final_enriched.csv,2025-10-29
24-069195,dv_final_enriched.csv,2025-10-29
24-069434,dv_final_enriched.csv,2025-10-29
24-069900,dv_final_enriched.csv,2025-10-29
24-069982,dv_final_enriched.csv,2025-10-29
24-070583,dv_final_enriched.csv,2025-10-29
24-071010,dv_final_enriched.csv,2025-10-29
24-071159,dv_final_enriched.csv,2025-10-29
24-071371,dv_final_enriched.csv,2025-10-29
24-071648,dv_final_enriched.csv,2025-10-29
24-072014,dv_final_enriched.csv,2025-10-29
24-072259,dv_final_enriched.csv,2025-10-29
24-072462,dv_final_enriched.csv,2025-10-29
24-072556,dv_final_enriched.csv,2025-10-29
24-072622,dv_final_enriched.csv,2025-10-29
24-072833,dv_final_enriched.csv,2025-10-29
24-073020,dv_final_enriched.csv,2025-10-29
24-073246,dv_final_enriched.csv,2025-10-29
24-073277,dv_final_enriched.csv,2025-10-29
24-073466,dv_final_enriched.csv,2025-10-29
24-073897,dv_final_enriched.csv,2025-10-29
24-074026,dv_final_enriched.csv,2025-10-29
24-074073,dv_final_enriched.csv,2025-10-29
24-074097,dv_final_enriched.csv,2025-10-29
24-074115,dv_final_enriched.csv,2025-10-29
24-074382,dv_final_enriched.csv,2025-10-29
24-074404,dv_final_enriched.csv,2025-10-29
24-074449,dv_final_enriched.csv,2025-10-29
24-074561,dv_final_enriched.csv,2025-10-29
24-074611,dv_final_enriched.csv,2025-10-29
24-074684,dv_final_enriched.csv,2025-10-29
24-074754,dv_final_enriched.csv,2025-10-29
24-074764,dv_final_enriched.csv,2025-10-29
24-075047,dv_final_enriched.csv,2025-10-29
24-075101,dv_final_enriched.csv,2025-10-29
24-075498,dv_final_enriched.csv,2025-10-29
24-075732,dv_final_enriched.csv,2025-10-29
24-076041,dv_final_enriched.csv,2025-10-29
24-076261,dv_final_enriched.csv,2025-10-29
24-076325,dv_final_enriched.csv,2025-10-29
24-076410,dv_final_enriched.csv,2025-10-29
24-076653,dv_final_enriched.csv,2025-10-29
24-076774,dv_final_enriched.csv,2025-10-29
24-076909,dv_final_enriched.csv,2025-10-29
24-076928,dv_final_enriched.csv,2025-10-29
24-076971,dv_final_enriched.csv,2025-10-29
24-077908,dv_final_enriched.csv,2025-10-29
24-078118,dv_final_enriched.csv,2025-10-29
24-078271,dv_final_enriched.csv,2025-10-29
24-078735,dv_final_enriched.csv,2025-10-29
24-078815,dv_final_enriched.csv,2025-10-29
24-079211,dv_final_enriched.csv,2025-10-29
24-079745,dv_final_enriched.csv,2025-10-29
24-080078,dv_final_enriched.csv,2025-10-29
24-080414,dv_final_enriched.csv,2025-10-29
24-080442,dv_final_enriched.csv,2025-10-29
24-080561,dv_final_enriched.csv,2025-10-29
24-080673,dv_final_enriched.csv,2025-10-29
24-080828,dv_final_enriched.csv,2025-10-29
24-081146,dv_final_enriched.csv,2025-10-29
24-081218,dv_final_enriched.csv,2025-10-29
24-081473,dv_final_enriched.csv,2025-10-29
24-081942,dv_final_enriched.csv,2025-10-29
24-082188,dv_final_enriched.csv,2025-10-29
24-082646,dv_final_enriched.csv,2025-10-29
24-082776,dv_final_enriched.csv,2025-10-29
24-082852,dv_final_enriched.csv,2025-10-29
24-083085,dv_final_enriched.csv,2025-10-29
24-083211,dv_final_enriched.csv,2025-10-29
24-083450,dv_final_enriched.csv,2025-10-29
24-083459,dv_final_enriched.csv,2025-10-29
24-083561,dv_final_enriched.csv,2025-10-29
24-083669,dv_final_enriched.csv,2025-10-29
24-084025,dv_final_enriched.csv,2025-10-29
24-084349,dv_final_enriched.csv,2025-10-29
24-084755,dv_final_enriched.csv,2025-10-29
24-084862,dv_final_enriched.csv,2025-10-29
24-085026,dv_final_enriched.csv,2025-10-29
24-085178,dv_final_enriched.csv,2025-10-29
24-086264,dv_final_enriched.csv,2025-10-29
24-086425,dv_final_enriched.csv,2025-10-29
24-086713,dv_final_enriched.csv,2025-10-29
24-087822,dv_final_enriched.csv,2025-10-29
24-088154,dv_final_enriched.csv,2025-10-29
24-088623,dv_final_enriched.csv,2025-10-29
24-089018,dv_final_enriched.csv,2025-10-29
24-089131,dv_final_enriched.csv,2025-10-29
24-089419,dv_final_enriched.csv,2025-10-29
24-089464,dv_final_enriched.csv,2025-10-29
24-089662,dv_final_enriched.csv,2025-10-29
24-090082,dv_final_enriched.csv,2025-10-29
24-090464,dv_final_enriched.csv,2025-10-29
24-090472,dv_final_enriched.csv,2025-10-29
24-090674,dv_final_enriched.csv,2025-10-29
24-091073,dv_final_enriched.csv,2025-10-29
24-091297,dv_final_enriched.csv,2025-10-29
24-091486,dv_final_enriched.csv,2025-10-29
24-091597,dv_final_enriched.csv,2025-10-29
24-091647,dv_final_enriched.csv,2025-10-29
24-091749,dv_final_enriched.csv,2025-10-29
24-091929,dv_final_enriched.csv,2025-10-29
24-092043,dv_final_enriched.csv,2025-10-29
24-092115,dv_final_enriched.csv,2025-10-29
24-092161,dv_final_enriched.csv,2025-10-29
24-092194,dv_final_enriched.csv,2025-10-29
24-092869,dv_final_enriched.csv,2025-10-29
24-092977,dv_final_enriched.csv,2025-10-29
24-093075,dv_final_enriched.csv,2025-10-29
24-093087,dv_final_enriched.csv,2025-10-29
24-093307,dv_final_enriched.csv,2025-10-29
24-093574,dv_final_enriched.csv,2025-10-29
24-093741,dv_final_enriched.csv,2025-10-29
24-093900,dv_final_enriched.csv,2025-10-29
24-093950,dv_final_enriched.csv,2025-10-29
24-094182,dv_final_enriched.csv,2025-10-29
24-094558,dv_final_enriched.csv,2025-10-29
24-094790,dv_final_enriched.csv,2025-10-29
24-095121,dv_final_enriched.csv,2025-10-29
24-095221,dv_final_enriched.csv,2025-10-29
24-095309,dv_final_enriched.csv,2025-10-29
24-095384,dv_final_enriched.csv,2025-10-29
24-095576,dv_final_enriched.csv,2025-10-29
24-095955,dv_final_enriched.csv,2025-10-29
24-096054,dv_final_enriched.csv,2025-10-29
24-096179,dv_final_enriched.csv,2025-10-29
24-096185,dv_final_enriched.csv,2025-10-29
24-096648,dv_final_enriched.csv,2025-10-29
24-096672,dv_final_enriched.csv,2025-10-29
24-096879,dv_final_enriched.csv,2025-10-29
24-096987,dv_final_enriched.csv,2025-10-29
24-097096,dv_final_enriched.csv,2025-10-29
24-097264,dv_final_enriched.csv,2025-10-29
24-098001,dv_final_enriched.csv,2025-10-29
24-098032,dv_final_enriched.csv,2025-10-29
24-098212,dv_final_enriched.csv,2025-10-29
24-098473,dv_final_enriched.csv,2025-10-29
24-098803,dv_final_enriched.csv,2025-10-29
24-099490,dv_final_enriched.csv,2025-10-29
24-099673,dv_final_enriched.csv,2025-10-29
24-100612,dv_final_enriched.csv,2025-10-29
24-100843,dv_final_enriched.csv,2025-10-29
24-101750,dv_final_enriched.csv,2025-10-29
24-101768,dv_final_enriched.csv,2025-10-29
24-101916,dv_final_enriched.csv,2025-10-29
24-101976,dv_final_enriched.csv,2025-10-29
24-102240,dv_final_enriched.csv,2025-10-29
24-102621,dv_final_enriched.csv,2025-10-29
24-102630,dv_final_enriched.csv,2025-10-29
24-102972,dv_final_enriched.csv,2025-10-29
24-103607,dv_final_enriched.csv,2025-10-29
24-103658,dv_final_enriched.csv,2025-10-29
24-103692,dv_final_enriched.csv,2025-10-29
24-103784,dv_final_enriched.csv,2025-10-29
24-104087,dv_final_enriched.csv,2025-10-29
24-104095,dv_final_enriched.csv,2025-10-29
24-104145,dv_final_enriched.csv,2025-10-29
24-104974,dv_final_enriched.csv,2025-10-29
24-105096,dv_final_enriched.csv,2025-10-29
24-105245,dv_final_enriched.csv,2025-10-29
24-105394,dv_final_enriched.csv,2025-10-29
24-105721,dv_final_enriched.csv,2025-10-29
24-105892,dv_final_enriched.csv,2025-10-29
24-106049,dv_final_enriched.csv,2025-10-29
24-106418,dv_final_enriched.csv,2025-10-29
24-106796,dv_final_enriched.csv,2025-10-29
24-107020,dv_final_enriched.csv,2025-10-29
24-107615,dv_final_enriched.csv,2025-10-29
24-107724,dv_final_enriched.csv,2025-10-29
24-108014,dv_final_enriched.csv,2025-10-29
24-108234,dv_final_enriched.csv,2025-10-29
24-108325,dv_final_enriched.csv,2025-10-29
24-108470,dv_final_enriched.csv,2025-10-29
24-108546,dv_final_enriched.csv,2025-10-29
24-108550,dv_final_enriched.csv,2025-10-29
24-108810,dv_final_enriched.csv,2025-10-29
24-108944,dv_final_enriched.csv,2025-10-29
24-109132,dv_final_enriched.csv,2025-10-29
24-109184,dv_final_enriched.csv,2025-10-29
24-109232,dv_final_enriched.csv,2025-10-29
24-109386,dv_final_enriched.csv,2025-10-29
24-109431,dv_final_enriched.csv,2025-10-29
24-109485,dv_final_enriched.csv,2025-10-29
24-109674,dv_final_enriched.csv,2025-10-29
24-109709,dv_final_enriched.csv,2025-10-29
24-109738,dv_final_enriched.csv,2025-10-29
24-109806,dv_final_enriched.csv,2025-10-29
24-109891,dv_final_enriched.csv,2025-10-29
24-109980,dv_final_enriched.csv,2025-10-29
24-110021,dv_final_enriched.csv,2025-10-29
24-110047,dv_final_enriched.csv,2025-10-29
25-000054,dv_final_enriched.csv,2025-10-29
25-000095,dv_final_enriched.csv,2025-10-29
25-000412,dv_final_enriched.csv,2025-10-29
25-001760,dv_final_enriched.csv,2025-10-29
25-001978,dv_final_enriched.csv,2025-10-29
25-002045,dv_final_enriched.csv,2025-10-29
25-002050,dv_final_enriched.csv,2025-10-29
25-002055,dv_final_enriched.csv,2025-10-29
25-002066,dv_final_enriched.csv,2025-10-29
25-002135,dv_final_enriched.csv,2025-10-29
25-002906,dv_final_enriched.csv,2025-10-29
25-003358,dv_final_enriched.csv,2025-10-29
25-003580,dv_final_enriched.csv,2025-10-29
25-003606,dv_final_enriched.csv,2025-10-29
25-003745,dv_final_enriched.csv,2025-10-29
25-003791,dv_final_enriched.csv,2025-10-29
25-004288,dv_final_enriched.csv,2025-10-29
25-004423,dv_final_enriched.csv,2025-10-29
25-004437,dv_final_enriched.csv,2025-10-29
25-004441,dv_final_enriched.csv,2025-10-29
25-004695,dv_final_enriched.csv,2025-10-29
25-004786,dv_final_enriched.csv,2025-10-29
25-004799,dv_final_enriched.csv,2025-10-29
25-005273,dv_final_enriched.csv,2025-10-29
25-005547,dv_final_enriched.csv,2025-10-29
25-005685,dv_final_enriched.csv,2025-10-29
25-005932,dv_final_enriched.csv,2025-10-29
25-006125,dv_final_enriched.csv,2025-10-29
25-006208,dv_final_enriched.csv,2025-10-29
25-006390,dv_final_enriched.csv,2025-10-29
25-006405,dv_final_enriched.csv,2025-10-29
25-007187,dv_final_enriched.csv,2025-10-29
25-007221,dv_final_enriched.csv,2025-10-29
25-007384,dv_final_enriched.csv,2025-10-29
25-007696,dv_final_enriched.csv,2025-10-29
25-007799,dv_final_enriched.csv,2025-10-29
25-007887,dv_final_enriched.csv,2025-10-29
25-008107,dv_final_enriched.csv,2025-10-29
25-008120,dv_final_enriched.csv,2025-10-29
25-008502,dv_final_enriched.csv,2025-10-29
25-008650,dv_final_enriched.csv,2025-10-29
25-009075,dv_final_enriched.csv,2025-10-29
25-009138,dv_final_enriched.csv,2025-10-29
25-009236,dv_final_enriched.csv,2025-10-29
25-009355,dv_final_enriched.csv,2025-10-29
25-009614,dv_final_enriched.csv,2025-10-29
25-009706,dv_final_enriched.csv,2025-10-29
25-010292,dv_final_enriched.csv,2025-10-29
25-010708,dv_final_enriched.csv,2025-10-29
25-010758,dv_final_enriched.csv,2025-10-29
25-010763,dv_final_enriched.csv,2025-10-29
25-011168,dv_final_enriched.csv,2025-10-29
25-012110,dv_final_enriched.csv,2025-10-29
25-012413,dv_final_enriched.csv,2025-10-29
25-012697,dv_final_enriched.csv,2025-10-29
25-012825,dv_final_enriched.csv,2025-10-29
25-013419,dv_final_enriched.csv,2025-10-29
25-013852,dv_final_enriched.csv,2025-10-29
25-014481,dv_final_enriched.csv,2025-10-29
25-015212,dv_final_enriched.csv,2025-10-29
25-015430,dv_final_enriched.csv,2025-10-29
25-015474,dv_final_enriched.csv,2025-10-29
25-016089,dv_final_enriched.csv,2025-10-29
25-016781,dv_final_enriched.csv,2025-10-29
25-016885,dv_final_enriched.csv,2025-10-29
25-017580,dv_final_enriched.csv,2025-10-29
25-017592,dv_final_enriched.csv,2025-10-29
25-017593,dv_final_enriched.csv,2025-10-29
25-017741,dv_final_enriched.csv,2025-10-29
25-017842,dv_final_enriched.csv,2025-10-29
25-017871,dv_final_enriched.csv,2025-10-29
25-018277,dv_final_enriched.csv,2025-10-29
25-019021,dv_final_enriched.csv,2025-10-29
25-019047,dv_final_enriched.csv,2025-10-29
25-019150,dv_final_enriched.csv,2025-10-29
25-019434,dv_final_enriched.csv,2025-10-29
25-019481,dv_final_enriched.csv,2025-10-29
25-020251,dv_final_enriched.csv,2025-10-29
25-020299,dv_final_enriched.csv,2025-10-29
25-020514,dv_final_enriched.csv,2025-10-29
25-020795,dv_final_enriched.csv,2025-10-29
25-020882,dv_final_enriched.csv,2025-10-29
25-021012,dv_final_enriched.csv,2025-10-29
25-021086,dv_final_enriched.csv,2025-10-29
25-021358,dv_final_enriched.csv,2025-10-29
25-021505,dv_final_enriched.csv,2025-10-29
25-021753,dv_final_enriched.csv,2025-10-29
25-022288,dv_final_enriched.csv,2025-10-29
25-022369,dv_final_enriched.csv,2025-10-29
25-022548,dv_final_enriched.csv,2025-10-29
25-023863,dv_final_enriched.csv,2025-10-29
25-023877,dv_final_enriched.csv,2025-10-29
25-023992,dv_final_enriched.csv,2025-10-29
25-024185,dv_final_enriched.csv,2025-10-29
25-024626,dv_final_enriched.csv,2025-10-29
25-024732,dv_final_enriched.csv,2025-10-29
25-024992,dv_final_enriched.csv,2025-10-29
25-025227,dv_final_enriched.csv,2025-10-29
25-025383,dv_final_enriched.csv,2025-10-29
25-025461,dv_final_enriched.csv,2025-10-29
25-025473,dv_final_enriched.csv,2025-10-29
25-025590,dv_final_enriched.csv,2025-10-29
25-026284,dv_final_enriched.csv,2025-10-29
25-026353,dv_final_enriched.csv,2025-10-29
25-026421,dv_final_enriched.csv,2025-10-29
25-026517,dv_final_enriched.csv,2025-10-29
25-027186,dv_final_enriched.csv,2025-10-29
25-027377,dv_final_enriched.csv,2025-10-29
25-027386,dv_final_enriched.csv,2025-10-29
25-028521,dv_final_enriched.csv,2025-10-29
25-028690,dv_final_enriched.csv,2025-10-29
25-029372,dv_final_enriched.csv,2025-10-29
25-029390,dv_final_enriched.csv,2025-10-29
25-029530,dv_final_enriched.csv,2025-10-29
25-029985,dv_final_enriched.csv,2025-10-29
25-030220,dv_final_enriched.csv,2025-10-29
25-030241,dv_final_enriched.csv,2025-10-29
25-030530,dv_final_enriched.csv,2025-10-29
25-030674,dv_final_enriched.csv,2025-10-29
25-030857,dv_final_enriched.csv,2025-10-29
25-031196,dv_final_enriched.csv,2025-10-29
25-031310,dv_final_enriched.csv,2025-10-29
25-031346,dv_final_enriched.csv,2025-10-29
25-031392,dv_final_enriched.csv,2025-10-29
25-031743,dv_final_enriched.csv,2025-10-29
25-032381,dv_final_enriched.csv,2025-10-29
25-033200,dv_final_enriched.csv,2025-10-29
25-033321,dv_final_enriched.csv,2025-10-29
25-033484,dv_final_enriched.csv,2025-10-29
25-033831,dv_final_enriched.csv,2025-10-29
25-034080,dv_final_enriched.csv,2025-10-29
25-034277,dv_final_enriched.csv,2025-10-29
25-034380,dv_final_enriched.csv,2025-10-29
25-034719,dv_final_enriched.csv,2025-10-29
25-034981,dv_final_enriched.csv,2025-10-29
25-035244,dv_final_enriched.csv,2025-10-29
25-035283,dv_final_enriched.csv,2025-10-29
25-035898,dv_final_enriched.csv,2025-10-29
25-035999,dv_final_enriched.csv,2025-10-29
25-036023,dv_final_enriched.csv,2025-10-29
25-036117,dv_final_enriched.csv,2025-10-29
25-036181,dv_final_enriched.csv,2025-10-29
25-036298,dv_final_enriched.csv,2025-10-29
25-036388,dv_final_enriched.csv,2025-10-29
25-036992,dv_final_enriched.csv,2025-10-29
25-037090,dv_final_enriched.csv,2025-10-29
25-037180,dv_final_enriched.csv,2025-10-29
25-037225,dv_final_enriched.csv,2025-10-29
